INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	380	Italy	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2001, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2001	2015	11	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	428	Latvia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	440	Lithuania	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2005	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	442	Luxembourg	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2003, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2003	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	470	Malta	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2000, 2005, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	499	Montenegro	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2003, 2011]	2003	2011	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	528	Netherlands	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	578	Norway	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015]	2004	2015	10	1	4
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	616	Poland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2002, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2002	2014	8	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	620	Portugal	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1998	2015	18	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	498	Republic of Moldova	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[1992, 2002, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1992	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	643	Russian Federation	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	688	Serbia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2002, 2008, 2009, 2010, 2011, 2013, 2014, 2015]	2002	2015	8	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	703	Slovakia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2001, 2012, 2013, 2014, 2015]	2001	2015	5	1	4
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	705	Slovenia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	724	Spain	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1970, 1981, 1986, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1970	2015	14	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	752	Sweden	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	756	Switzerland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2014, 2015]	2009	2015	6	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	804	Ukraine	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	826	United Kingdom of Great Britain and Northern Ireland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013, 2014]	2009	2014	6	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	840	United States of America	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	660	Anguilla	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-63.05651612	18.21525315		4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	32	Argentina	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2003]	2001	2003	2	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	533	Aruba	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	44	Bahamas	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	52	Barbados	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	84	Belize	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010]	2005	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	68	Bolivia (Plurinational State of)	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2006, 2008, 2009, 2012]	2001	2012	5	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	76	Brazil	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1976, 1980, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1976	2014	12	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	136	Cayman Islands	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_5T8	Both sexes or no breakdown by sex, 25 years old and over, short-cycle tertiary (isced 5) or higher	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2014, 2015]	2004	2015	7	1	2
