INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	578	Norway	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	NOR	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2014, 2015]	2007	2015	7	1	4
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	616	Poland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	POL	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[1970, 1978, 1988, 2002, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1970	2014	11	0	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	620	Portugal	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1970, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1970	2015	19	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	498	Republic of Moldova	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2002, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2002	2015	10	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	643	Russian Federation	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	688	Serbia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	SRB	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2002, 2011, 2013, 2014, 2015]	2002	2015	5	1	4
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	703	Slovakia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	SVK	19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2001, 2011, 2012, 2013, 2014, 2015]	2001	2015	6	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	705	Slovenia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	SVN	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	724	Spain	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	ESP	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1970, 1981, 1986, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1970	2015	14	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	752	Sweden	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	SWE	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[1970, 2013, 2014, 2015]	1970	2015	4	1	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	756	Switzerland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	CHE	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	804	Ukraine	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	UKR	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	826	United Kingdom of Great Britain and Northern Ireland	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	GBR	-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013, 2014]	2009	2014	6	0	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	840	United States of America	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	USA	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[1970, 1980, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1970	2015	13	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	660	Anguilla	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	AIA	-63.05651612	18.21525315		4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	32	Argentina	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 1980, 1991, 2001, 2003]	1970	2003	5	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	533	Aruba	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	ABW	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	44	Bahamas	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	52	Barbados	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	84	Belize	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010]	2005	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	68	Bolivia (Plurinational State of)	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1992, 2001, 2006, 2008, 2009, 2012]	1992	2012	6	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	76	Brazil	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 1976, 1980, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1970	2014	13	0	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	136	Cayman Islands	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	CYM	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2014, 2015]	2004	2015	7	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	152	Chile	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2007, 2008, 2009, 2010, 2011, 2013]	2004	2013	7	0	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	170	Colombia	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1993	2015	13	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	188	Costa Rica	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1973, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1973	2015	9	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	192	Cuba	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2012]	2002	2012	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	212	Dominica	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	DMA	-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	214	Dominican Republic	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	1970	2015	8	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	218	Ecuador	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	5600	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 2008, 2009, 2010, 2013, 2014, 2015]	1982	2015	7	1	4
