INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	894	Zambia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 1999, 2002, 2007, 2010]	1990	2010	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	887	Yemen	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[1994]	1994	1994	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	882	Samoa	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1991, 2011]	1991	2011	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	862	Venezuela (Bolivarian Republic of)	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 1990, 2001, 2007, 2009, 2011, 2015, 2016]	1981	2016	8	2	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	860	Uzbekistan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2000, 2013, 2014, 2015]	2000	2015	4	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	792	Turkey	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[1975, 1980, 1985, 1990, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1975	2015	15	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	788	Tunisia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[1984, 2004, 2007, 2008, 2010, 2011, 2012, 2014]	1984	2014	8	0	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	818	Egypt	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[1976, 1986, 1996, 2005, 2006, 2010, 2012, 2013]	1976	2013	8	0	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	748	Eswatini	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 1986, 2000, 2010]	1976	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	804	Ukraine	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2001, 2012]	2001	2012	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	800	Uganda	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2002, 2006, 2010, 2012]	1991	2012	5	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	795	Turkmenistan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[1995]	1995	1995	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	512	Oman	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2003, 2008, 2010, 2014, 2015, 2016]	2003	2016	6	2	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	508	Mozambique	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 1997, 2003, 2009]	1980	2009	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	504	Morocco	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[1982, 1994, 2004, 2008, 2009, 2011, 2012]	1982	2012	7	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	499	Montenegro	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2003, 2011]	1981	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	498	Republic of Moldova	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[1989, 2000, 2012]	1989	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	585	Palau	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1980, 2013, 2015]	1980	2015	3	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	584	Marshall Islands	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2011]	2011	2011	1	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	566	Nigeria	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2003, 2008]	1991	2008	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	562	Niger	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2005, 2012]	2001	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	558	Nicaragua	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2005]	2001	2005	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	548	Vanuatu	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1979]	1979	1979	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	533	Aruba	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	524	Nepal	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[1981, 1991, 2001, 2011]	1981	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	516	Namibia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2001, 2007, 2011]	1991	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	478	Mauritania	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2007]	2000	2007	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	470	Malta	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[1985, 1995, 2005, 2011]	1985	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 1998, 2006, 2010, 2011, 2015]	1976	2015	6	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[1977, 1985, 1990, 1995, 2000, 2006, 2014]	1977	2014	7	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	496	Mongolia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2010]	2000	2010	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990, 2000, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1980	2015	16	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	480	Mauritius	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 2000, 2011]	1990	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	642	Romania	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[1992, 2002, 2011]	1992	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	634	Qatar	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[1986, 1997, 2004, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1986	2014	11	0	5
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	630	Puerto Rico	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[1980, 1990, 2010]	1980	2010	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	626	Timor-Leste	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2010]	2010	2010	1	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	624	Guinea-Bissau	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[1979, 2000, 2014]	1979	2014	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	620	Portugal	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2011]	1981	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	682	Saudi Arabia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[1992, 2000, 2004, 2013]	1992	2013	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	678	Sao Tome and Principe	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[1981, 1991, 2001, 2008, 2012]	1981	2012	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	670	Saint Vincent and the Grenadines	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	660	Anguilla	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-63.05651612	18.21525315		4	Country or Area	Latin America and the Caribbean	[1984]	1984	1984	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	646	Rwanda	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[1978, 2000, 2010, 2012]	1978	2012	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	643	Russian Federation	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[1989, 2002, 2010]	1989	2010	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	600	Paraguay	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 1992, 2007, 2008, 2009, 2010, 2014, 2015]	1982	2015	8	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	598	Papua New Guinea	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000]	2000	2000	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	591	Panama	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990, 2000, 2010]	1980	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	586	Pakistan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[1981, 1998, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1981	2014	11	0	5
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	616	Poland	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[1978]	1978	1978	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	608	Philippines	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 1990, 1994, 2000, 2003, 2008, 2013]	1980	2013	7	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	604	Peru	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 1993, 2004, 2005, 2006, 2007, 2012, 2014, 2015, 2016]	1981	2016	10	2	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	328	Guyana	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2014]	2009	2014	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	84	Belize	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[1991]	1991	1991	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	178	Congo	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2011]	2011	2011	1	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	324	Guinea	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2003, 2010, 2014]	1996	2014	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	320	Guatemala	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1994, 2002, 2012, 2013, 2014]	1994	2014	5	0	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	308	Grenada	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	304	Greenland	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-41.39371316	74.75625681		4	Country or Area	Europe and Northern America	[2015]	2015	2015	1	1	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	300	Greece	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2001, 2005, 2007, 2009, 2011]	1981	2011	7	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	288	Ghana	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2010]	2000	2010	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 1990, 2004, 2006, 2008, 2009, 2011, 2014, 2015, 2016]	1980	2016	10	2	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1981, 1991, 2001, 2006, 2011]	1981	2011	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	348	Hungary	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1980]	1980	1980	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	9	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	332	Haiti	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 2003, 2006]	1982	2006	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	232	Eritrea	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2008]	2002	2008	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	231	Ethiopia	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[1994, 2004, 2005, 2007]	1994	2007	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	226	Equatorial Guinea	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2000]	2000	2000	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	222	El Salvador	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[1992, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2015]	1992	2015	9	1	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	218	Ecuador	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 1990, 2001, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1982	2016	12	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	275	State of Palestine	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[1997, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1997	2016	13	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	270	Gambia	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2013]	2000	2013	2	0	1
