REF_AREA,REF_AREA_DESC,ISO3,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,TIME_PERIOD,INDICATOR_LABEL_100,INDICATOR_ID_100,INDICATOR_DESC_100,MINSET_SERIES_100,MINSET_SERIES_DESC_100,X,Y,OBS_VALUE__100__F__Y_GE10___T,OBS_VALUE__100__M__Y_GE10___T,OBS_VALUE__100__F__Y_GE65___T,OBS_VALUE__100__M__Y_GE65___T,OBS_VALUE__100__F__Y_GE10__R,OBS_VALUE__100__M__Y_GE10__R,OBS_VALUE__100__F__Y_GE65__R,OBS_VALUE__100__M__Y_GE65__R,OBS_VALUE__100__F__Y_GE10__U,OBS_VALUE__100__M__Y_GE10__U,OBS_VALUE__100__F__Y_GE65__U,OBS_VALUE__100__M__Y_GE65__U,OBS_VALUE__100__F__Y_GE12___T,OBS_VALUE__100__M__Y_GE12___T,OBS_VALUE__100__F__Y15T24___T,OBS_VALUE__100__M__Y15T24___T,OBS_VALUE__100__F__Y_GE12__R,OBS_VALUE__100__M__Y_GE12__R,OBS_VALUE__100__F__Y_GE12__U,OBS_VALUE__100__M__Y_GE12__U,OBS_VALUE__100__F__Y_GE15___T,OBS_VALUE__100__M__Y_GE15___T,OBS_VALUE__100__F__Y25T44___T,OBS_VALUE__100__M__Y25T44___T,OBS_VALUE__100__F__Y45T54___T,OBS_VALUE__100__M__Y45T54___T,OBS_VALUE__100__F__Y55T64___T,OBS_VALUE__100__M__Y55T64___T,OBS_VALUE__100__F__Y_GE15__R,OBS_VALUE__100__M__Y_GE15__R,OBS_VALUE__100__F__Y15T24__R,OBS_VALUE__100__M__Y15T24__R,OBS_VALUE__100__F__Y25T44__R,OBS_VALUE__100__M__Y25T44__R,OBS_VALUE__100__F__Y45T54__R,OBS_VALUE__100__M__Y45T54__R,OBS_VALUE__100__F__Y55T64__R,OBS_VALUE__100__M__Y55T64__R,OBS_VALUE__100__F__Y_GE15__U,OBS_VALUE__100__M__Y_GE15__U,OBS_VALUE__100__F__Y15T24__U,OBS_VALUE__100__M__Y15T24__U,OBS_VALUE__100__F__Y25T44__U,OBS_VALUE__100__M__Y25T44__U,OBS_VALUE__100__F__Y45T54__U,OBS_VALUE__100__M__Y45T54__U,OBS_VALUE__100__F__Y55T64__U,OBS_VALUE__100__M__Y55T64__U,OBS_VALUE__100__F___T___T,OBS_VALUE__100__M___T___T,OBS_VALUE__100__F__Y20T74___T,OBS_VALUE__100__M__Y20T74___T,OBS_VALUE__100__F__Y15T64___T,OBS_VALUE__100__M__Y15T64___T,OBS_VALUE__100__F__Y12T24___T,OBS_VALUE__100__M__Y12T24___T,OBS_VALUE__100__F__Y25T34___T,OBS_VALUE__100__M__Y25T34___T,OBS_VALUE__100__F__Y35T44___T,OBS_VALUE__100__M__Y35T44___T,OBS_VALUE__100__F__Y65T74___T,OBS_VALUE__100__M__Y65T74___T,OBS_VALUE__100__F__Y75T84___T,OBS_VALUE__100__M__Y75T84___T,OBS_VALUE__100__F__Y_GE85___T,OBS_VALUE__100__M__Y_GE85___T,OBS_VALUE__100__F__Y_GE16___T,OBS_VALUE__100__M__Y_GE16___T,OBS_VALUE__100__F__Y45T64___T,OBS_VALUE__100__M__Y45T64___T,OBS_VALUE__100__F__Y_GE18___T,OBS_VALUE__100__M__Y_GE18___T,OBS_VALUE__100__F__Y06T65__R,OBS_VALUE__100__M__Y06T65__R,OBS_VALUE__100__F__Y06T65__U,OBS_VALUE__100__M__Y06T65__U,OBS_VALUE__100__F__Y15T49__R,OBS_VALUE__100__M__Y15T49__R,OBS_VALUE__100__F__Y15T49__U,OBS_VALUE__100__M__Y15T49__U,OBS_VALUE__100__F__Y12T14___T,OBS_VALUE__100__M__Y12T14___T,OBS_VALUE__100__F__Y12T14__R,OBS_VALUE__100__M__Y12T14__R,OBS_VALUE__100__F__Y12T14__U,OBS_VALUE__100__M__Y12T14__U,OBS_VALUE__100__F__Y10T14___T,OBS_VALUE__100__M__Y10T14___T,OBS_VALUE__100__F__Y45T64__R,OBS_VALUE__100__M__Y45T64__R,OBS_VALUE__100__F__Y45T64__U,OBS_VALUE__100__M__Y45T64__U,OBS_VALUE__100__F__Y_GE20___T,OBS_VALUE__100__M__Y_GE20___T,OBS_VALUE__100__F__Y20T24___T,OBS_VALUE__100__M__Y20T24___T,OBS_VALUE__100__F__Y20T64___T,OBS_VALUE__100__M__Y20T64___T,OBS_VALUE__100__F__Y_GE06___T,OBS_VALUE__100__M__Y_GE06___T,OBS_VALUE__100__F__Y_GE05___T,OBS_VALUE__100__M__Y_GE05___T,OBS_VALUE__100__F__Y_GE14___T,OBS_VALUE__100__M__Y_GE14___T,OBS_VALUE__400__F__Y_GE15__R,OBS_VALUE__400__M__Y_GE15__R,OBS_VALUE__400__F__Y_GE10__R,OBS_VALUE__400__M__Y_GE10__R,OBS_VALUE__400__F__Y_GE65__R,OBS_VALUE__400__M__Y_GE65__R,OBS_VALUE__400__F__Y15T24__R,OBS_VALUE__400__M__Y15T24__R,OBS_VALUE__400__F__Y25T44__R,OBS_VALUE__400__M__Y25T44__R,OBS_VALUE__400__F__Y45T54__R,OBS_VALUE__400__M__Y45T54__R,OBS_VALUE__400__F__Y55T64__R,OBS_VALUE__400__M__Y55T64__R,OBS_VALUE__400__F__Y15T49__R,OBS_VALUE__400__M__Y15T49__R,OBS_VALUE__400__F___T__R,OBS_VALUE__400__M___T__R,OBS_VALUE__400__F__Y_GE12__R,OBS_VALUE__400__M__Y_GE12__R,OBS_VALUE__400__F__Y_GE15__U,OBS_VALUE__400__M__Y_GE15__U,OBS_VALUE__400__F__Y_GE10__U,OBS_VALUE__400__M__Y_GE10__U,OBS_VALUE__400__F__Y_GE65__U,OBS_VALUE__400__M__Y_GE65__U,OBS_VALUE__400__F__Y15T24__U,OBS_VALUE__400__M__Y15T24__U,OBS_VALUE__400__F__Y25T44__U,OBS_VALUE__400__M__Y25T44__U,OBS_VALUE__400__F__Y45T54__U,OBS_VALUE__400__M__Y45T54__U,OBS_VALUE__400__F__Y55T64__U,OBS_VALUE__400__M__Y55T64__U,OBS_VALUE__400__F__Y15T49__U,OBS_VALUE__400__M__Y15T49__U,OBS_VALUE__400__F___T__U,OBS_VALUE__400__M___T__U,OBS_VALUE__400__F__Y_GE12__U,OBS_VALUE__400__M__Y_GE12__U,OBS_VALUE__400__F__Y_GE15___T,OBS_VALUE__400__M__Y_GE15___T,OBS_VALUE__400__F__Y20T74___T,OBS_VALUE__400__M__Y20T74___T,OBS_VALUE__400__F__Y_GE10___T,OBS_VALUE__400__M__Y_GE10___T,OBS_VALUE__400__F__Y_GE65___T,OBS_VALUE__400__M__Y_GE65___T,OBS_VALUE__400__F__Y_GE12___T,OBS_VALUE__400__M__Y_GE12___T,OBS_VALUE__400__F__Y15T24___T,OBS_VALUE__400__M__Y15T24___T,OBS_VALUE__400__F__Y25T44___T,OBS_VALUE__400__M__Y25T44___T,OBS_VALUE__400__F__Y45T54___T,OBS_VALUE__400__M__Y45T54___T,OBS_VALUE__400__F__Y55T64___T,OBS_VALUE__400__M__Y55T64___T,OBS_VALUE__400__F__Y_GE18___T,OBS_VALUE__400__M__Y_GE18___T,OBS_VALUE__400__F__Y_GE05___T,OBS_VALUE__400__M__Y_GE05___T,OBS_VALUE__400__F__Y15T64___T,OBS_VALUE__400__M__Y15T64___T,OBS_VALUE__400__F___T___T,OBS_VALUE__400__M___T___T,OBS_VALUE__400__F__Y_GE14___T,OBS_VALUE__400__M__Y_GE14___T,OBS_VALUE__400__F__Y20T64___T,OBS_VALUE__400__M__Y20T64___T,OBS_VALUE__400__F__Y_GE16___T,OBS_VALUE__400__M__Y_GE16___T,OBS_VALUE__400__F__Y45T64___T,OBS_VALUE__400__M__Y45T64___T,OBS_VALUE__400__F__Y_GE06___T,OBS_VALUE__400__M__Y_GE06___T
604,Peru,PER,Latin America and the Caribbean,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-71.82093277,-13.58939705,,,4.9611384,2.5320192,,,5.723296799999999,2.8562568,,,4.63572,2.3723352,5.439888,2.1209664,4.1051112,1.761468,6.2778312000000005,2.5423536,5.1781368,1.9836288,5.654474400000001,2.147052,6.695052,2.2544184,5.903035200000001,2.2338432,5.864157600000001,2.348016,6.6099696,2.611296,5.2311696,2.1616896,7.734088799999999,2.7241704,6.783443999999999,2.7820752,6.314028,2.7178728000000003,5.3658384,2.0032128,3.8018184,1.6569888,6.391932000000001,2.1125424,5.6213568,2.0610192,5.7261432,2.21916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,POL,Europe and Northern America,G,Global,2004,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",19.40660158,52.1226733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7500008000000005,2.3666664,4.9333344,2.6166672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,6.65,,,,,,,,,,,,,,,,,,,7.57,7.02,,,,,,,,,,,,
616,Poland,POL,Europe and Northern America,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",19.40660158,52.1226733,4.233,2.2999992,4.2499992,3.15,4.5,2.2669992000000003,4.4170008,3.2500008000000005,4.05,2.283,4.1329992,3.8329992,,,2.5669992,1.1830008,,,,,4.382999999999999,2.3830008,5.132999999999999,2.3500008,4.3000008,2.4499992,4.5829992,2.8330008,4.715999999999999,2.4,2.7,1.2499992,5.6329992,2.3839992,4.767,2.5000008,5.1,2.9670000000000005,4.2,2.1,2.4169992,1.833,4.8829992,1.6999992,3.9829992,2.3500008,4.3159992,2.7670008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,PRT,Europe and Northern America,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-7.961599811,39.68509315,,,3.4487544,2.3929968,,,,,,,,,,,2.8789656000000003,1.48158,,,,,4.274724,2.457936,5.396436,2.9995896000000006,4.4817912,2.471364,4.472112,2.4983856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,QAT,Northern Africa and Western Asia,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",51.19152467,25.28355379,,,1.3999992,0.6499992,,,,,,,,,,,1.1833344,0.45,,,,,1.9666656,0.5333328,2.1,0.5166672,2.6833344,0.6333335999999999,2.1666672,0.6833328000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,6.35,,,,,2.03,2.6,,,3.18,2.88,7.92,7.98,5.42,7.08,3.27,5.6,,,,,,,,,,,,,,,,,,
638,Réunion,REU,Sub-Saharan Africa,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",55.53171398,-21.13183266,,,,,,,,,,,,,,,,,,,,,3.8666664,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Bhutan,BTN,Central and Southern Asia,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",90.45098484,27.39598568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1833336,1.2166656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42,7.13,,,,,,,,,,
64,Bhutan,BTN,Central and Southern Asia,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",90.45098484,27.39598568,,,,,,,,,,,,,,,,,,,,,3.6,1.4166672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,ROU,Europe and Northern America,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",24.98481009,45.83893563,4.9999992,2.2999992,5.5000008000000005,3.9,5.8000008,3.0,5.7,4.3000008,4.3000008,1.6999992,4.9999992,3.4000008000000004,,,3.7999992,1.6000008,,,,,,,5.5999992,2.2000008,,,,,,,4.6999992,2.2999992,6.799999199999999,2.7,,,,,,,2.8000008000000003,1.2,4.8,1.6999992,,,,,,,,,,,,,,,,,,,,,,,,,5.8000008,3.0,,,,,,,,,,,,,,,,,,,6.799999199999999,3.7999992,5.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,ROU,Europe and Northern America,G,Global,2012,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",24.98481009,45.83893563,4.5666672,2.25,4.7833344,3.3,4.9999992,2.5833336,4.9999992,3.4666656,4.2,2.0333328,4.5166656,3.1000008,,,2.7166656,1.2666672,,,,,,,5.1166656,2.1666672,4.9999992,2.4666672,5.616667199999999,3.0833328,,,3.3833328,1.65,5.883333599999999,2.4,5.6833344,2.7833328,6.0666672,3.5666664000000003,,,2.0833344,0.8833344,4.6333344,1.9833336,4.6000008,2.1833328,5.2833336,2.7499991999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Russian Federation,RUS,Europe and Northern America,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",99.01404926,61.61899849,,,,,,,,,,,,,,,,,,,,,4.4166672,1.95,,,,,,,4.8,2.0666664,,,,,,,,,4.3000008,1.9000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,8.0,,,,,,,,,,,,,,,,,,,8.43,7.83,,,,,,,,,,,,,,,,,,,8.48,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bolivia (Plurinational State of),BOL,Latin America and the Caribbean,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-64.66224284,-16.71273412,,,5.141390400000001,2.919696,,,,,,,,,,,4.64706,2.7435936,,,,,5.5486224,2.9120688,6.1999608,3.0277944000000003,5.892888,3.00468,5.77278,2.8743888,5.8476528000000005,3.0189432,,,,,,,,,5.3961864,2.8505592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,SRB,Europe and Northern America,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",20.805876,44.03145697,,,4.838100000000001,3.1744992,,,5.0427912,3.3496128,,,4.6396032,2.9692848,,,1.9032624,0.7987824,,,,,4.8568416,2.277444,5.4115152,1.7832,5.149041599999999,2.5088688,5.6154984,2.6406192,5.2762368,2.5038744,2.6166576,1.0004328,6.044531999999999,2.0022192000000003,5.732988000000001,2.4787536,5.761874399999999,2.76732,4.5817296,2.0941488,1.4734584000000002,0.6819792,5.0685864,1.6361736,4.7899392,2.5315416,5.525301600000001,2.5247592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,SRB,Europe and Northern America,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",20.805876,44.03145697,,,4.3085016,2.5803480000000003,,,4.3276752,2.2336752,,,4.2935784,2.8310856,,,2.0492472,1.0484496,,,,,4.6002144000000005,2.0856912,5.189037599999999,1.985712,4.6492632,1.9543728,5.669556,2.6712744,5.0710752,2.081544,2.6148,1.0407768,5.882964,1.9390008,5.5444320000000005,2.3031024,5.7475392,2.7693672000000005,4.3013496,2.0886744,1.795488,1.0545888,4.7836608,2.0157936,4.1283768,1.710924,5.6116488,2.5902552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,SVN,Europe and Northern America,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",14.82209486,46.11958061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9333344,2.6666664000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,ZAF,Sub-Saharan Africa,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",24.67184355,-29.99957544,3.5500008000000003,1.3000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,ZAF,Sub-Saharan Africa,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",24.67184355,-29.99957544,3.7333344,1.5499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Spain,ESP,Europe and Northern America,G,Global,2003,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-3.554078296,40.39211472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9166664,1.6166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Spain,ESP,Europe and Northern America,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-3.554078296,40.39211472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.549999199999999,2.0666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,SWE,Europe and Northern America,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",14.3775338,60.60103109,,,4.6503984,3.9485784,,,,,,,,,,,,,,,,,,,4.5473856,2.8369440000000004,3.9263592,3.0550944,4.2330552,3.2082432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2362424,3.0473856,2.2938744,1.7984112,4.1333328,2.8666656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,8.07,,,,,,
752,Sweden,SWE,Europe and Northern America,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",14.3775338,60.60103109,,,4.5612408,3.944807999999999,,,,,,,,,,,,,,,,,3.8500824,3.0787128,4.196184000000001,3.1434984000000004,3.6912696,3.0745464000000005,3.939184800000001,3.3901272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8333328,3.0333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,8.12,,,,,,
756,Switzerland,CHE,Europe and Northern America,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.6049992,2.415,,,,,,,,,,,2.2180008,1.5940008,,,,,4.348999200000001,2.3620008,5.5630008,2.6950008000000003,4.5970008,2.3719992000000003,4.074000000000001,2.1469992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,CHE,Europe and Northern America,G,Global,2004,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.5920008,2.5939992000000003,,,,,,,,,,,2.1640008,1.6549992,,,,,4.3450008,2.4790008,5.572999199999999,2.7970008,4.6489992,2.526,4.1590008,2.3160000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,CHE,Europe and Northern America,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.4560000000000004,2.4790008,,,,,,,,,,,2.313,1.8040008,,,,,4.3000008,2.6179992,5.6350008,3.0229992,4.581,2.8159992,3.9400008,2.3740008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,CHE,Europe and Northern America,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.2479992,2.2450008,,,3.5659992,2.2699992,,,3.1330008,2.3470008,,,2.3059992,1.5229992,,,,,4.018000799999999,2.346,5.173999200000001,2.8120008000000003,4.381000799999999,2.388,3.7330008,2.1349992,4.4119992,2.5090008,2.3650008,1.7359992,5.7619992,3.048,4.725,2.5669992,4.1119992000000005,2.2870008,3.6109992,2.3389992,2.0200008,1.5289992,4.4899992,2.6770008,3.825,2.355,3.444,2.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
