INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__CMFL,OBS_VALUE___T__COPA,OBS_VALUE___T__EPRS,OBS_VALUE___T__TRAF,OBS_VALUE___T__SOFT,OBS_VALUE___T__PCPR,OBS_VALUE___T__EMAIL,OBS_VALUE___T__INST,OBS_VALUE___T__ARSP,OBS_VALUE__F__PCPR,OBS_VALUE__F__COPA,OBS_VALUE__F__TRAF,OBS_VALUE__F__EPRS,OBS_VALUE__F__SOFT,OBS_VALUE__F__ARSP,OBS_VALUE__F__INST,OBS_VALUE__F__CMFL,OBS_VALUE__F__EMAIL,OBS_VALUE__M__PCPR,OBS_VALUE__M__SOFT,OBS_VALUE__M__EPRS,OBS_VALUE__M__COPA,OBS_VALUE__M__TRAF,OBS_VALUE__M__EMAIL,OBS_VALUE__M__INST,OBS_VALUE__M__CMFL,OBS_VALUE__M__ARSP,TIME_DETAIL___T__CMFL,TIME_DETAIL___T__COPA,TIME_DETAIL___T__EPRS,TIME_DETAIL___T__TRAF,TIME_DETAIL___T__SOFT,TIME_DETAIL___T__PCPR,TIME_DETAIL___T__EMAIL,TIME_DETAIL___T__INST,TIME_DETAIL___T__ARSP,TIME_DETAIL__F__PCPR,TIME_DETAIL__F__COPA,TIME_DETAIL__F__TRAF,TIME_DETAIL__F__EPRS,TIME_DETAIL__F__SOFT,TIME_DETAIL__F__ARSP,TIME_DETAIL__F__INST,TIME_DETAIL__F__CMFL,TIME_DETAIL__F__EMAIL,TIME_DETAIL__M__PCPR,TIME_DETAIL__M__SOFT,TIME_DETAIL__M__EPRS,TIME_DETAIL__M__COPA,TIME_DETAIL__M__TRAF,TIME_DETAIL__M__EMAIL,TIME_DETAIL__M__INST,TIME_DETAIL__M__CMFL,TIME_DETAIL__M__ARSP,NATURE___T__CMFL,NATURE___T__COPA,NATURE___T__EPRS,NATURE___T__TRAF,NATURE___T__SOFT,NATURE___T__PCPR,NATURE___T__EMAIL,NATURE___T__INST,NATURE___T__ARSP,NATURE__F__PCPR,NATURE__F__COPA,NATURE__F__TRAF,NATURE__F__EPRS,NATURE__F__SOFT,NATURE__F__ARSP,NATURE__F__INST,NATURE__F__CMFL,NATURE__F__EMAIL,NATURE__M__PCPR,NATURE__M__SOFT,NATURE__M__EPRS,NATURE__M__COPA,NATURE__M__TRAF,NATURE__M__EMAIL,NATURE__M__INST,NATURE__M__CMFL,NATURE__M__ARSP,COMMENT_OBS___T__CMFL,COMMENT_OBS___T__COPA,COMMENT_OBS___T__EPRS,COMMENT_OBS___T__TRAF,COMMENT_OBS___T__SOFT,COMMENT_OBS___T__PCPR,COMMENT_OBS___T__EMAIL,COMMENT_OBS___T__INST,COMMENT_OBS___T__ARSP,COMMENT_OBS__F__PCPR,COMMENT_OBS__F__COPA,COMMENT_OBS__F__TRAF,COMMENT_OBS__F__EPRS,COMMENT_OBS__F__SOFT,COMMENT_OBS__F__ARSP,COMMENT_OBS__F__INST,COMMENT_OBS__F__CMFL,COMMENT_OBS__F__EMAIL,COMMENT_OBS__M__PCPR,COMMENT_OBS__M__SOFT,COMMENT_OBS__M__EPRS,COMMENT_OBS__M__COPA,COMMENT_OBS__M__TRAF,COMMENT_OBS__M__EMAIL,COMMENT_OBS__M__INST,COMMENT_OBS__M__CMFL,COMMENT_OBS__M__ARSP,isLatestValue___T__CMFL,isLatestValue___T__COPA,isLatestValue___T__EPRS,isLatestValue___T__TRAF,isLatestValue___T__SOFT,isLatestValue___T__PCPR,isLatestValue___T__EMAIL,isLatestValue___T__INST,isLatestValue___T__ARSP,isLatestValue__F__PCPR,isLatestValue__F__COPA,isLatestValue__F__TRAF,isLatestValue__F__EPRS,isLatestValue__F__SOFT,isLatestValue__F__ARSP,isLatestValue__F__INST,isLatestValue__F__CMFL,isLatestValue__F__EMAIL,isLatestValue__M__PCPR,isLatestValue__M__SOFT,isLatestValue__M__EPRS,isLatestValue__M__COPA,isLatestValue__M__TRAF,isLatestValue__M__EMAIL,isLatestValue__M__INST,isLatestValue__M__CMFL,isLatestValue__M__ARSP
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2016,60.87758,56.48847,41.14808,58.14043,51.31147,7.08264,57.5107,,47.78963,3.57246,51.70615,52.42882,37.93506,45.03962,42.62135,,54.99521,,10.71408,57.79999,44.47209,61.436,64.04936,,,66.96317,53.13644,2016,2016,2016,2016,2016,2016,2016,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2017,46.14079,41.67999,41.72839,42.40297,41.72839,4.83304,,,32.14515,1.72602,35.29504,34.80705,33.25578,33.25578,25.15958,,38.42821,,8.17713,50.84747,50.84747,48.55211,50.57847,,,54.44185,39.66373,2017,2017,2017,2017,2017,2017,,,2017,2017,2017,2017,2017,2017,2017,,2017,,2017,2017,2017,2017,2017,,,2017,2017,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,True,,False,False,False,False,False,,,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2019,56.49793,58.78975,41.40796,56.49789,53.82834,8.563,,,43.1358,6.95918,54.16467,50.92929,39.54219,48.20732,38.6579,,,,10.25324,59.75229,43.37429,63.66408,62.3666,,,,47.85502,2019,2019,2019,2019,2019,2019,,,2019,2019,2019,2019,2019,2019,2019,,,,2019,2019,2019,2019,2019,,,,2019,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,,,C,C,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,True,True,True,True,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,17.12446,17.12446,2.09112,17.12446,0.14449,0.14449,23.40912,0.14449,17.12446,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,22.49333,20.49421,10.71821,16.71208,9.05547,5.16411,28.86912,11.86127,20.49421,,,,,,,,,,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,24.35342,22.32721,12.04856,17.55708,10.28493,5.64578,32.25489,13.82175,22.32721,5.62397,24.2202,18.86914,12.75861,10.5501,24.2202,14.54659,23.77241,35.07769,5.66788,10.01618,11.32893,20.40872,16.22734,29.39405,13.08713,20.58816,20.40872,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,62.64015,58.85987,28.43125,45.81875,,6.67646,,34.99582,36.93571,4.21182,57.7404,42.99502,28.81907,,36.81705,29.58205,60.95477,,9.37789,,28.00638,60.08632,48.9126,,40.9272,64.48657,37.0657,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,51.01002,44.58377,22.56425,44.47799,32.99856,2.2496,,,27.57417,1.5735,45.30729,40.67017,22.79799,28.32841,27.2044,,48.54246,,2.90421,37.96143,22.25204,43.81463,47.97388,,,52.90167,27.90325,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,49.83012,,25.55015,43.0755,47.50475,2.85351,,,21.32863,1.62029,,42.17988,27.38751,44.52802,23.21052,,49.72252,,4.19498,50.74279,23.5515,,44.04975,,,49.94716,19.28154,2016,,2016,2016,2016,2016,,,2016,2016,,2016,2016,2016,2016,,2016,,2016,2016,2016,,2016,,,2016,2016,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,,False,False,False,False,,True,,False,False,False,,False,,,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,49.79713,,19.95728,48.67851,44.51261,2.79455,,,23.52308,,,,,,,,,,,,,,,,,,,2017,,2017,2017,2017,2017,,,2017,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,47.92097,47.92095,27.04268,46.37801,43.87906,3.73658,,,28.3847,2.12833,48.76797,45.1674,28.29575,42.14323,29.059,,,,5.42615,45.70268,25.72624,47.0311,47.64983,,,,27.6763,2019,2019,2019,2019,2019,2019,,,2019,2019,2019,2019,2019,2019,2019,,,,2019,2019,2019,2019,2019,,,,2019,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,,,C,C,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,True,True,True,True,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2021,PT,Percent,2017,59.58742,,45.11667,67.28272,52.79506,5.97734,,,,,,,,,,,,,,,,,,,,,,2017,,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2014,62.54008,55.42818,21.57513,51.76833,,4.10176,,35.00472,39.75371,1.37461,56.7564,49.08909,19.32471,,40.7961,26.14619,63.908,,7.52889,,27.40591,62.4235,62.51921,,49.527,70.37569,45.1206,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2015,54.66757,56.29919,28.94942,52.22994,26.15415,3.27471,,,40.95206,0.68251,55.2732,51.9454,28.87581,19.38161,42.566,,56.27029,,6.4637,37.37789,33.92591,57.3527,60.836,,,61.7462,46.05139,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,,,False,False,False,False,False,True,False,,False,,False,True,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2017,58.91735,,24.3867,60.67905,,3.92779,,,40.73355,0.9437,,54.86632,21.19616,,37.90248,,54.48522,,7.04949,,27.72437,,66.75981,,,63.55386,43.69518,2017,,2017,2017,,2017,,,2017,2017,,2017,2017,,2017,,2017,,2017,,2017,,2017,,,2017,2017,C,,C,C,,C,,,C,C,,C,C,,C,,C,,C,,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,False,,,False,False,,False,False,,False,,True,,False,,False,,False,,,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2019,51.23053,51.23053,18.04263,55.65842,,5.67037,,,44.86571,2.72418,46.77173,51.8949,15.54427,,42.92261,,,,8.83716,,20.72805,56.02316,59.70372,,,,46.9543,2019,2019,2019,2019,,2019,,,2019,2019,2019,2019,2019,,2019,,,,2019,,2019,2019,2019,,,,2019,C,C,C,C,,C,,,C,C,C,C,C,,C,,,,C,,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,,True,True,True,True,True,,True,,,,True,,True,True,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2014,77.0819,74.7978,49.44011,71.2595,,11.65759,,66.37491,58.00041,6.22132,74.19332,67.76249,47.06772,,53.25761,56.86469,75.49151,,17.06781,,51.80122,75.39938,74.73968,,75.83982,78.66479,62.72049,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2015,76.96359,69.83179,57.46499,70.85849,71.45661,13.2328,,,63.40801,8.20048,67.3075,67.54329,54.88389,68.00612,58.34968,,74.0492,,18.23341,74.88529,60.02979,72.3402,74.15278,,,79.85959,68.4344,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2016,76.44076,68.453,59.56418,67.44644,72.68384,14.23108,,,59.56418,8.78449,66.52308,61.8999,56.87161,67.31968,55.57191,,71.83372,,19.17819,75.19442,60.00871,70.36698,70.17852,,,76.7929,64.32709,2016,2016,2016,2016,2016,2016,,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,,False,False,True,True,False,False,False,,False,,False,False,False,True,True,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2017,69.41406,,51.81353,,61.38454,13.85172,,,56.34806,7.9338,,,48.94268,56.7158,49.97186,,66.06695,,19.71788,66.0125,54.65927,,,,,72.73194,62.66844,2017,,2017,,2017,2017,,,2017,2017,,,2017,2017,2017,,2017,,2017,2017,2017,,,,,2017,2017,C,,C,,C,C,,,C,C,,,C,C,C,,C,,C,C,C,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,False,False,,,False,True,,,True,True,True,,True,,True,True,True,,,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2019,68.05402,,48.78793,61.03874,64.54957,14.29944,,,54.47866,,,,,,,,,,,,,,,,,,,2019,,2019,2019,2019,2019,,,2019,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,24.3815,22.47526,14.34578,22.25573,12.56631,6.73394,25.92389,16.36574,10.84778,,,,,,,,,,,,,,,,,,,2015,2015,2015,2015,2015,2015,2015,2015,2015,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,31.96538,30.79317,21.55332,18.07131,18.90701,7.03843,29.77681,22.11089,24.60096,,,,,,,,,,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,27.99874,27.04999,17.5765,20.9793,15.2721,4.7324,26.33376,17.54749,19.63394,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2014,66.97572,71.11992,37.89429,54.86188,32.12531,10.7738,,53.30909,52.07509,6.3267,71.03186,50.71337,37.22616,,50.50733,44.79345,65.54193,,15.64095,,38.63026,71.22104,59.40396,,62.62067,68.53718,53.79867,2014,2014,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,C,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2015,63.99544,59.39249,36.92722,58.25213,46.68256,6.78001,,,49.51275,3.46639,58.40772,51.61476,37.21897,37.63723,47.78819,,60.98807,,10.38047,56.5275,36.61953,60.4634,65.47964,,,67.27891,51.38415,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,True,False,False,False,True,,False,,False,False,False,True,False,,,False,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2016,56.44223,55.45511,33.75935,53.02369,44.7527,6.93059,,,44.36825,4.11753,,49.05057,34.93904,37.73736,,,55.54667,,9.97404,52.33665,32.47512,,57.29122,,,57.39939,,2016,2016,2016,2016,2016,2016,,,2016,2016,,2016,2016,2016,,,2016,,2016,2016,2016,,2016,,,2016,,C,C,C,C,C,C,,,C,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,,True,False,,False,False,False,,,False,,False,False,False,,False,,,False,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2017,56.3931,,32.4621,54.00941,50.90434,6.94198,,,,4.01291,,50.41339,32.97036,45.1704,,,54.06332,,10.11724,57.07772,31.91489,,57.88102,,,58.90143,,2017,,2017,2017,2017,2017,,,,2017,,2017,2017,2017,,,2017,,2017,2017,2017,,2017,,,2017,,C,,C,C,C,C,,,,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,,True,,True,True,True,,,True,,True,True,True,,True,,,True,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2021,PT,Percent,2014,74.29696,72.19901,52.28941,68.57988,,25.11915,,65.84282,57.59131,20.66311,77.44812,70.6167,58.90169,,61.59851,60.17591,78.96412,,34.6756,,56.4093,77.29032,78.9524,,81.05152,80.27848,64.20131,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
