INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T49,TIME_DETAIL__F__Y15T49,NATURE__F__Y15T49,COMMENT_OBS__F__Y15T49,isLatestValue__F__Y15T49
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2002,80.0,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,82.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,82.7,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,81.7,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2004,73.3,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,79.4,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2003,81.2,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Data pertain to a non-standard age or marital status group.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,72.8,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Data pertain to a non-standard age or marital status group.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,80.0,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,20.7,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2000,15.3,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2005,28.2,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,50.8,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,56.1,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,59.8,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,61.2,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,60.1,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2018,62.3,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2019,PT,Percent,2002,20.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,21.0,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,29.8,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2005,95.5,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
