INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y15T24,OBS_VALUE___O__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y15T24,NATURE___O__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y15T24,COMMENT_OBS___O__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y15T24,isLatestValue___O__Y15T24
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2004,13.1,13.1,13.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2005,12.8,12.8,12.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2006,12.5,12.4,12.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2007,11.9,12.3,12.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2008,12.7,12.7,12.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2009,15.4,14.4,13.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2010,14.7,14.1,13.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2011,13.8,13.6,13.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2012,14.1,13.8,13.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2013,13.6,13.5,13.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2014,14.4,13.9,13.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2015,14.3,13.8,13.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2016,14.1,13.5,12.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2017,13.0,12.6,12.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2018,13.4,12.8,12.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2019,13.0,12.4,11.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,29.9,31.4,33.0,,C,C,C,,Age coverage - maximum age: 24 years old,Age coverage - maximum age: 24 years old,Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,27.7,30.3,32.8,,C,C,C,,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,27.1,28.0,29.0,,C,C,C,,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,Employment definition: Including subsistence workers | Age coverage - maximum age: 24 years old,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2005,15.8,19.5,23.2,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2006,15.2,19.0,22.8,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2007,14.5,18.4,22.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2008,14.2,18.0,22.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2009,14.2,18.1,22.1,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2010,13.9,17.9,22.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2011,14.1,17.9,21.8,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2012,14.1,18.1,22.2,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2013,13.7,17.8,22.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2014,13.8,17.9,22.1,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2015,13.9,17.9,22.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2016,13.6,17.8,22.1,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2017,13.6,17.8,22.2,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2018,13.6,17.9,22.4,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2019,13.5,17.8,22.3,,M,M,M,,,,,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2010,17.5,26.7,35.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
